"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ BZN|IE(SEM)","Generation - Solar  [MW] Intraday / BZN|IE(SEM)","Generation - Solar  [MW] Current / BZN|IE(SEM)","Generation - Wind Offshore  [MW] Day Ahead/ BZN|IE(SEM)","Generation - Wind Offshore  [MW] Intraday / BZN|IE(SEM)","Generation - Wind Offshore  [MW] Current / BZN|IE(SEM)","Generation - Wind Onshore  [MW] Day Ahead/ BZN|IE(SEM)","Generation - Wind Onshore  [MW] Intraday / BZN|IE(SEM)","Generation - Wind Onshore  [MW] Current / BZN|IE(SEM)"
"24.10.2023 11:00 - 24.10.2023 12:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"24.10.2023 12:00 - 24.10.2023 13:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"24.10.2023 13:00 - 24.10.2023 14:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"24.10.2023 14:00 - 24.10.2023 15:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"24.10.2023 15:00 - 24.10.2023 16:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"24.10.2023 16:00 - 24.10.2023 17:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"24.10.2023 17:00 - 24.10.2023 18:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"24.10.2023 18:00 - 24.10.2023 19:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"24.10.2023 19:00 - 24.10.2023 20:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"24.10.2023 20:00 - 24.10.2023 21:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"24.10.2023 21:00 - 24.10.2023 22:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"24.10.2023 22:00 - 24.10.2023 23:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"24.10.2023 23:00 - 25.10.2023 00:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"25.10.2023 00:00 - 25.10.2023 01:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"25.10.2023 01:00 - 25.10.2023 02:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"25.10.2023 02:00 - 25.10.2023 03:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"25.10.2023 03:00 - 25.10.2023 04:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"25.10.2023 04:00 - 25.10.2023 05:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"25.10.2023 05:00 - 25.10.2023 06:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"25.10.2023 06:00 - 25.10.2023 07:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"25.10.2023 07:00 - 25.10.2023 08:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"25.10.2023 08:00 - 25.10.2023 09:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"25.10.2023 09:00 - 25.10.2023 10:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"25.10.2023 10:00 - 25.10.2023 11:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"25.10.2023 11:00 - 25.10.2023 12:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"25.10.2023 12:00 - 25.10.2023 13:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"25.10.2023 13:00 - 25.10.2023 14:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"25.10.2023 14:00 - 25.10.2023 15:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"25.10.2023 15:00 - 25.10.2023 16:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"25.10.2023 16:00 - 25.10.2023 17:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"25.10.2023 17:00 - 25.10.2023 18:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"25.10.2023 18:00 - 25.10.2023 19:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"25.10.2023 19:00 - 25.10.2023 20:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"25.10.2023 20:00 - 25.10.2023 21:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"25.10.2023 21:00 - 25.10.2023 22:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"25.10.2023 22:00 - 25.10.2023 23:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"25.10.2023 23:00 - 26.10.2023 00:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"26.10.2023 00:00 - 26.10.2023 01:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"26.10.2023 01:00 - 26.10.2023 02:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"26.10.2023 02:00 - 26.10.2023 03:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"26.10.2023 03:00 - 26.10.2023 04:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"26.10.2023 04:00 - 26.10.2023 05:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"26.10.2023 05:00 - 26.10.2023 06:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"26.10.2023 06:00 - 26.10.2023 07:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"26.10.2023 07:00 - 26.10.2023 08:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"26.10.2023 08:00 - 26.10.2023 09:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"26.10.2023 09:00 - 26.10.2023 10:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"26.10.2023 10:00 - 26.10.2023 11:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"26.10.2023 11:00 - 26.10.2023 12:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"26.10.2023 12:00 - 26.10.2023 13:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"26.10.2023 13:00 - 26.10.2023 14:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"26.10.2023 14:00 - 26.10.2023 15:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"26.10.2023 15:00 - 26.10.2023 16:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"26.10.2023 16:00 - 26.10.2023 17:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"26.10.2023 17:00 - 26.10.2023 18:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"26.10.2023 18:00 - 26.10.2023 19:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"26.10.2023 19:00 - 26.10.2023 20:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"26.10.2023 20:00 - 26.10.2023 21:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"26.10.2023 21:00 - 26.10.2023 22:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"26.10.2023 22:00 - 26.10.2023 23:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"26.10.2023 23:00 - 27.10.2023 00:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"27.10.2023 00:00 - 27.10.2023 01:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"27.10.2023 01:00 - 27.10.2023 02:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"27.10.2023 02:00 - 27.10.2023 03:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"27.10.2023 03:00 - 27.10.2023 04:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"27.10.2023 04:00 - 27.10.2023 05:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"27.10.2023 05:00 - 27.10.2023 06:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"27.10.2023 06:00 - 27.10.2023 07:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"27.10.2023 07:00 - 27.10.2023 08:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"27.10.2023 08:00 - 27.10.2023 09:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"27.10.2023 09:00 - 27.10.2023 10:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"27.10.2023 10:00 - 27.10.2023 11:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"27.10.2023 11:00 - 27.10.2023 12:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"27.10.2023 12:00 - 27.10.2023 13:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"27.10.2023 13:00 - 27.10.2023 14:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"27.10.2023 14:00 - 27.10.2023 15:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"27.10.2023 15:00 - 27.10.2023 16:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"27.10.2023 16:00 - 27.10.2023 17:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"27.10.2023 17:00 - 27.10.2023 18:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"27.10.2023 18:00 - 27.10.2023 19:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"27.10.2023 19:00 - 27.10.2023 20:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"27.10.2023 20:00 - 27.10.2023 21:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"27.10.2023 21:00 - 27.10.2023 22:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"27.10.2023 22:00 - 27.10.2023 23:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"27.10.2023 23:00 - 28.10.2023 00:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"28.10.2023 00:00 - 28.10.2023 01:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"28.10.2023 01:00 - 28.10.2023 02:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"28.10.2023 02:00 - 28.10.2023 03:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"28.10.2023 03:00 - 28.10.2023 04:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"28.10.2023 04:00 - 28.10.2023 05:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"28.10.2023 05:00 - 28.10.2023 06:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"28.10.2023 06:00 - 28.10.2023 07:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"28.10.2023 07:00 - 28.10.2023 08:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"28.10.2023 08:00 - 28.10.2023 09:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"28.10.2023 09:00 - 28.10.2023 10:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"28.10.2023 10:00 - 28.10.2023 11:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"28.10.2023 11:00 - 28.10.2023 12:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"28.10.2023 12:00 - 28.10.2023 13:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"28.10.2023 13:00 - 28.10.2023 14:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"28.10.2023 14:00 - 28.10.2023 15:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"28.10.2023 15:00 - 28.10.2023 16:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"28.10.2023 16:00 - 28.10.2023 17:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"28.10.2023 17:00 - 28.10.2023 18:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"28.10.2023 18:00 - 28.10.2023 19:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"28.10.2023 19:00 - 28.10.2023 20:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"28.10.2023 20:00 - 28.10.2023 21:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"28.10.2023 21:00 - 28.10.2023 22:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"28.10.2023 22:00 - 28.10.2023 23:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"28.10.2023 23:00 - 29.10.2023 00:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"29.10.2023 00:00 - 29.10.2023 01:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"29.10.2023 01:00 - 29.10.2023 02:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"29.10.2023 02:00 - 29.10.2023 03:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"29.10.2023 02:00 - 29.10.2023 03:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"29.10.2023 03:00 - 29.10.2023 04:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"29.10.2023 04:00 - 29.10.2023 05:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"29.10.2023 05:00 - 29.10.2023 06:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"29.10.2023 06:00 - 29.10.2023 07:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"29.10.2023 07:00 - 29.10.2023 08:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"29.10.2023 08:00 - 29.10.2023 09:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"29.10.2023 09:00 - 29.10.2023 10:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"29.10.2023 10:00 - 29.10.2023 11:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"29.10.2023 11:00 - 29.10.2023 12:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"29.10.2023 12:00 - 29.10.2023 13:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"29.10.2023 13:00 - 29.10.2023 14:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"29.10.2023 14:00 - 29.10.2023 15:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"29.10.2023 15:00 - 29.10.2023 16:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"29.10.2023 16:00 - 29.10.2023 17:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"29.10.2023 17:00 - 29.10.2023 18:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"29.10.2023 18:00 - 29.10.2023 19:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"29.10.2023 19:00 - 29.10.2023 20:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"29.10.2023 20:00 - 29.10.2023 21:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"29.10.2023 21:00 - 29.10.2023 22:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"29.10.2023 22:00 - 29.10.2023 23:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"29.10.2023 23:00 - 30.10.2023 00:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"30.10.2023 00:00 - 30.10.2023 01:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"30.10.2023 01:00 - 30.10.2023 02:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"30.10.2023 02:00 - 30.10.2023 03:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"30.10.2023 03:00 - 30.10.2023 04:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"30.10.2023 04:00 - 30.10.2023 05:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"30.10.2023 05:00 - 30.10.2023 06:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"30.10.2023 06:00 - 30.10.2023 07:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"30.10.2023 07:00 - 30.10.2023 08:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"30.10.2023 08:00 - 30.10.2023 09:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"30.10.2023 09:00 - 30.10.2023 10:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"30.10.2023 10:00 - 30.10.2023 11:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"30.10.2023 11:00 - 30.10.2023 12:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"30.10.2023 12:00 - 30.10.2023 13:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"30.10.2023 13:00 - 30.10.2023 14:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"30.10.2023 14:00 - 30.10.2023 15:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"30.10.2023 15:00 - 30.10.2023 16:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"30.10.2023 16:00 - 30.10.2023 17:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"30.10.2023 17:00 - 30.10.2023 18:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"30.10.2023 18:00 - 30.10.2023 19:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"30.10.2023 19:00 - 30.10.2023 20:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"30.10.2023 20:00 - 30.10.2023 21:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"30.10.2023 21:00 - 30.10.2023 22:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"30.10.2023 22:00 - 30.10.2023 23:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"30.10.2023 23:00 - 31.10.2023 00:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"31.10.2023 00:00 - 31.10.2023 01:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"31.10.2023 01:00 - 31.10.2023 02:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"31.10.2023 02:00 - 31.10.2023 03:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"31.10.2023 03:00 - 31.10.2023 04:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"31.10.2023 04:00 - 31.10.2023 05:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"31.10.2023 05:00 - 31.10.2023 06:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"31.10.2023 06:00 - 31.10.2023 07:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"31.10.2023 07:00 - 31.10.2023 08:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"31.10.2023 08:00 - 31.10.2023 09:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"31.10.2023 09:00 - 31.10.2023 10:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"31.10.2023 10:00 - 31.10.2023 11:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"31.10.2023 11:00 - 31.10.2023 12:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"31.10.2023 12:00 - 31.10.2023 13:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"31.10.2023 13:00 - 31.10.2023 14:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"31.10.2023 14:00 - 31.10.2023 15:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"31.10.2023 15:00 - 31.10.2023 16:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"31.10.2023 16:00 - 31.10.2023 17:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"31.10.2023 17:00 - 31.10.2023 18:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"31.10.2023 18:00 - 31.10.2023 19:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"31.10.2023 19:00 - 31.10.2023 20:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"31.10.2023 20:00 - 31.10.2023 21:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"31.10.2023 21:00 - 31.10.2023 22:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"31.10.2023 22:00 - 31.10.2023 23:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"31.10.2023 23:00 - 01.11.2023 00:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"01.11.2023 00:00 - 01.11.2023 01:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"01.11.2023 01:00 - 01.11.2023 02:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"01.11.2023 02:00 - 01.11.2023 03:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"01.11.2023 03:00 - 01.11.2023 04:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"01.11.2023 04:00 - 01.11.2023 05:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"01.11.2023 05:00 - 01.11.2023 06:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"01.11.2023 06:00 - 01.11.2023 07:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"01.11.2023 07:00 - 01.11.2023 08:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"01.11.2023 08:00 - 01.11.2023 09:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"01.11.2023 09:00 - 01.11.2023 10:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"01.11.2023 10:00 - 01.11.2023 11:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"01.11.2023 11:00 - 01.11.2023 12:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"01.11.2023 12:00 - 01.11.2023 13:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"01.11.2023 13:00 - 01.11.2023 14:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"01.11.2023 14:00 - 01.11.2023 15:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"01.11.2023 15:00 - 01.11.2023 16:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"01.11.2023 16:00 - 01.11.2023 17:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"01.11.2023 17:00 - 01.11.2023 18:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"01.11.2023 18:00 - 01.11.2023 19:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"01.11.2023 19:00 - 01.11.2023 20:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"01.11.2023 20:00 - 01.11.2023 21:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"01.11.2023 21:00 - 01.11.2023 22:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"01.11.2023 22:00 - 01.11.2023 23:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"01.11.2023 23:00 - 02.11.2023 00:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"02.11.2023 00:00 - 02.11.2023 01:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"02.11.2023 01:00 - 02.11.2023 02:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"02.11.2023 02:00 - 02.11.2023 03:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"02.11.2023 03:00 - 02.11.2023 04:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"02.11.2023 04:00 - 02.11.2023 05:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"02.11.2023 05:00 - 02.11.2023 06:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"02.11.2023 06:00 - 02.11.2023 07:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"02.11.2023 07:00 - 02.11.2023 08:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"02.11.2023 08:00 - 02.11.2023 09:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"02.11.2023 09:00 - 02.11.2023 10:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"02.11.2023 10:00 - 02.11.2023 11:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"02.11.2023 11:00 - 02.11.2023 12:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"02.11.2023 12:00 - 02.11.2023 13:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"02.11.2023 13:00 - 02.11.2023 14:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"02.11.2023 14:00 - 02.11.2023 15:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"02.11.2023 15:00 - 02.11.2023 16:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"02.11.2023 16:00 - 02.11.2023 17:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"02.11.2023 17:00 - 02.11.2023 18:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"02.11.2023 18:00 - 02.11.2023 19:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"02.11.2023 19:00 - 02.11.2023 20:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"02.11.2023 20:00 - 02.11.2023 21:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
"02.11.2023 21:00 - 02.11.2023 22:00","n/e","n/e","n/e","n/e","n/e","n/e","-","n/e","n/e"
